Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,ENA Express support,On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand ap-northeast-1-tpe-1 Windows pricing,On-Demand ap-northeast-1-tpe-1 SUSE pricing,On-Demand ap-northeast-1-tpe-1 RHEL pricing,On-Demand ap-northeast-1-tpe-1 Linux pricing
r6idn.12xlarge,r6idn,12xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,2850,true,ssd,2,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,7.90824 USD per Hour,5.70024 USD per Hour,5.82524 USD per Hour,5.83024 USD per Hour,,,,
r6idn.16xlarge,r6idn,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,10.54432 USD per Hour,7.60032 USD per Hour,7.72532 USD per Hour,7.73032 USD per Hour,,,,
r6idn.24xlarge,r6idn,24xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,5700,true,ssd,4,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,15.81648 USD per Hour,11.40048 USD per Hour,11.52548 USD per Hour,11.53048 USD per Hour,,,,
r6idn.32xlarge,r6idn,32xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,7600,true,ssd,4,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,21.08864 USD per Hour,15.20064 USD per Hour,15.32564 USD per Hour,15.33064 USD per Hour,,,,
r6idn.metal,r6idn,metal,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,7600,true,ssd,4,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,21.08864 USD per Hour,15.20064 USD per Hour,15.32564 USD per Hour,15.33064 USD per Hour,,,,
r6in.large,r6in,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.30377 USD per Hour,0.21177 USD per Hour,0.26807 USD per Hour,0.27177 USD per Hour,,,,
r6in.xlarge,r6in,xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.60754 USD per Hour,0.42354 USD per Hour,0.47984 USD per Hour,0.48354 USD per Hour,,,,
r6in.2xlarge,r6in,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.21508 USD per Hour,0.84708 USD per Hour,0.97208 USD per Hour,0.97708 USD per Hour,,,,
r6in.4xlarge,r6in,4xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,128,-,-,-,-,supported,default,Up to 50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,2.43016 USD per Hour,1.69416 USD per Hour,1.81916 USD per Hour,1.82416 USD per Hour,,,,
r6in.8xlarge,r6in,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.86032 USD per Hour,3.38832 USD per Hour,3.51332 USD per Hour,3.51832 USD per Hour,,,,
r6in.12xlarge,r6in,12xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,-,-,-,-,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,7.29048 USD per Hour,5.08248 USD per Hour,5.20748 USD per Hour,5.21248 USD per Hour,,,,
r6in.16xlarge,r6in,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,512,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,9.72064 USD per Hour,6.77664 USD per Hour,6.90164 USD per Hour,6.90664 USD per Hour,,,,
r6in.24xlarge,r6in,24xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,-,-,-,-,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,14.58096 USD per Hour,10.16496 USD per Hour,10.28996 USD per Hour,10.29496 USD per Hour,,,,
r6in.32xlarge,r6in,32xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,19.44128 USD per Hour,13.55328 USD per Hour,13.67828 USD per Hour,13.68328 USD per Hour,,,,
r6in.metal,r6in,metal,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,19.44128 USD per Hour,13.55328 USD per Hour,13.67828 USD per Hour,13.68328 USD per Hour,,,,
r7g.medium,r7g,medium,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,1,arm64,1,-,1,-,2.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0646 USD per Hour,0.1209 USD per Hour,0.1246 USD per Hour,,,,
r7g.large,r7g,large,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.1292 USD per Hour,0.1855 USD per Hour,0.1892 USD per Hour,,,,
r7g.xlarge,r7g,xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.2584 USD per Hour,0.3147 USD per Hour,0.3184 USD per Hour,,,,
r7g.2xlarge,r7g,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,64,-,-,-,-,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.5168 USD per Hour,0.6418 USD per Hour,0.6468 USD per Hour,,,,
r7g.4xlarge,r7g,4xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,128,-,-,-,-,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,1.0336 USD per Hour,1.1586 USD per Hour,1.1636 USD per Hour,,,,
r7g.8xlarge,r7g,8xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,256,-,-,-,-,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.0672 USD per Hour,2.1922 USD per Hour,2.1972 USD per Hour,,,,
r7g.12xlarge,r7g,12xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,-,-,-,-,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,3.1008 USD per Hour,3.2258 USD per Hour,3.2308 USD per Hour,,,,
r7g.16xlarge,r7g,16xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,4.1344 USD per Hour,4.2594 USD per Hour,4.2644 USD per Hour,,,,
r7g.metal,r7g,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,64,arm64,64,-,1,-,2.6,512,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,4.1344 USD per Hour,4.2594 USD per Hour,4.2644 USD per Hour,,,,
t3a.nano,t3a,nano,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.0107 USD per Hour,0.0061 USD per Hour,0.0061 USD per Hour,,,,,
t3a.micro,t3a,micro,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.0214 USD per Hour,0.0122 USD per Hour,0.0122 USD per Hour,0.0722 USD per Hour,,,,
t3a.small,t3a,small,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,4,4,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.0429 USD per Hour,0.0245 USD per Hour,0.0555 USD per Hour,0.0845 USD per Hour,,,,
t3a.medium,t3a,medium,"ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.0674 USD per Hour,0.049 USD per Hour,0.1053 USD per Hour,0.109 USD per Hour,,,,
t3a.large,t3a,large,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.1255 USD per Hour,0.0979 USD per Hour,0.1542 USD per Hour,0.1579 USD per Hour,,,,
t3a.xlarge,t3a,xlarge,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,16,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.2694 USD per Hour,0.1958 USD per Hour,0.2521 USD per Hour,0.2558 USD per Hour,,,,
t3a.2xlarge,t3a,2xlarge,"ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,true,true,true,false,0.5389 USD per Hour,0.3917 USD per Hour,0.5167 USD per Hour,0.5217 USD per Hour,,,,
t4g.nano,t4g,nano,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.0054 USD per Hour,0.0054 USD per Hour,,,,,
t4g.micro,t4g,micro,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.0108 USD per Hour,0.0108 USD per Hour,0.0708 USD per Hour,,,,
t4g.small,t4g,small,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,true,false,nitro,2,arm64,2,"1,2",1,1,2.5,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,4,4,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.0216 USD per Hour,0.0529 USD per Hour,0.0816 USD per Hour,,,,
t4g.medium,t4g,medium,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.0432 USD per Hour,0.0995 USD per Hour,0.1032 USD per Hour,,,,
t4g.large,t4g,large,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.0864 USD per Hour,0.1427 USD per Hour,0.1464 USD per Hour,,,,
t4g.xlarge,t4g,xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.1728 USD per Hour,0.2291 USD per Hour,0.2328 USD per Hour,,,,
t4g.2xlarge,t4g,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,-,true,true,false,,0.3456 USD per Hour,0.4706 USD per Hour,0.4756 USD per Hour,,,,
u-12tb1.112xlarge,u-12tb1,112xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,448,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",2,"1,2",2.1,12288,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,152.341 USD per Hour,131.733 USD per Hour,131.858 USD per Hour,131.863 USD per Hour,,,,
u-3tb1.56xlarge,u-3tb1,56xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,224,x86_64,112,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112",2,"1,2",2.1,3072,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,43.2373 USD per Hour,32.9333 USD per Hour,33.0583 USD per Hour,33.0633 USD per Hour,,,,
u-6tb1.56xlarge,u-6tb1,56xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,224,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",1,1,2.1,6144,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,66.2836 USD per Hour,55.9796 USD per Hour,56.1046 USD per Hour,56.1096 USD per Hour,,,,
u-6tb1.112xlarge,u-6tb1,112xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,448,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",2,"1,2",2.1,6144,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,86.475 USD per Hour,65.867 USD per Hour,65.992 USD per Hour,65.997 USD per Hour,,,,
u-9tb1.112xlarge,u-9tb1,112xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,448,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",2,"1,2",2.1,9216,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,119.408 USD per Hour,98.8 USD per Hour,98.925 USD per Hour,98.93 USD per Hour,,,,
vt1.3xlarge,vt1,3xlarge,ap-northeast-1a,false,false,false,nitro,12,x86_64,6,6,2,"1,2",2.5,24,-,-,-,-,supported,default,3.12 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,-,-,true,false,,0.81824 USD per Hour,,0.94824 USD per Hour,,,,
vt1.6xlarge,vt1,6xlarge,ap-northeast-1a,false,false,false,nitro,24,x86_64,12,"6,12",2,"1,2",2.5,48,-,-,-,-,supported,default,6.25 Gigabit,required,8,30,30,true,"partition, spread",-,-,true,ebs,-,-,-,true,false,,1.63647 USD per Hour,,1.76647 USD per Hour,,,,
vt1.24xlarge,vt1,24xlarge,ap-northeast-1a,false,false,false,nitro,96,x86_64,48,"6,12,48",2,"1,2",2.5,192,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"partition, spread",-,-,true,ebs,-,-,-,true,false,,6.54588 USD per Hour,,6.67588 USD per Hour,,,,
x1.16xlarge,x1,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,976,1920,true,ssd,1,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,-,-,true,false,12.615 USD per Hour,9.671 USD per Hour,9.771 USD per Hour,9.801 USD per Hour,,,,
x1.32xlarge,x1,32xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,1952,3840,true,ssd,2,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,"ebs, instance-store",true,-,-,true,false,25.229 USD per Hour,19.341 USD per Hour,19.441 USD per Hour,19.471 USD per Hour,,,,
x1e.xlarge,x1e,xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.3,122,120,true,ssd,1,supported,default,Up to 10 Gigabit,supported,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.393 USD per Hour,1.209 USD per Hour,1.265 USD per Hour,1.269 USD per Hour,,,,
x1e.2xlarge,x1e,2xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,244,240,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,2.786 USD per Hour,2.418 USD per Hour,2.518 USD per Hour,2.548 USD per Hour,,,,
x1e.4xlarge,x1e,4xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,488,480,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,5.572 USD per Hour,4.836 USD per Hour,4.936 USD per Hour,4.966 USD per Hour,,,,
x1e.8xlarge,x1e,8xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,976,960,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,11.144 USD per Hour,9.672 USD per Hour,9.772 USD per Hour,9.802 USD per Hour,,,,
x1e.16xlarge,x1e,16xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,1952,1920,true,ssd,1,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,22.288 USD per Hour,19.344 USD per Hour,19.444 USD per Hour,19.474 USD per Hour,,,,
x1e.32xlarge,x1e,32xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,3904,3840,true,ssd,2,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,44.576 USD per Hour,38.688 USD per Hour,38.788 USD per Hour,38.818 USD per Hour,,,,
x2idn.16xlarge,x2idn,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,1024,1900,true,ssd,1,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,12.6145 USD per Hour,9.6705 USD per Hour,9.7955 USD per Hour,9.8005 USD per Hour,,,,
x2idn.24xlarge,x2idn,24xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,1536,2850,true,ssd,2,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,18.92175 USD per Hour,14.50575 USD per Hour,14.63075 USD per Hour,14.63575 USD per Hour,,,,
x2idn.32xlarge,x2idn,32xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,2048,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,25.229 USD per Hour,19.341 USD per Hour,19.466 USD per Hour,19.471 USD per Hour,,,,
x2idn.metal,x2idn,metal,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,true,,128,x86_64,64,-,2,-,3.5,2048,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,25.229 USD per Hour,19.341 USD per Hour,19.466 USD per Hour,19.471 USD per Hour,,,,
x2iedn.xlarge,x2iedn,xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,128,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.39281 USD per Hour,1.20881 USD per Hour,1.26511 USD per Hour,1.26881 USD per Hour,,,,
x2iedn.2xlarge,x2iedn,2xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,256,237,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,2.78563 USD per Hour,2.41763 USD per Hour,2.54263 USD per Hour,2.54763 USD per Hour,,,,
x2iedn.4xlarge,x2iedn,4xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,512,475,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,5.57125 USD per Hour,4.83525 USD per Hour,4.96025 USD per Hour,4.96525 USD per Hour,,,,
x2iedn.8xlarge,x2iedn,8xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,1024,950,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,11.1425 USD per Hour,9.6705 USD per Hour,9.7955 USD per Hour,9.8005 USD per Hour,,,,
x2iedn.16xlarge,x2iedn,16xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,2048,1900,true,ssd,1,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,22.285 USD per Hour,19.341 USD per Hour,19.466 USD per Hour,19.471 USD per Hour,,,,
